Time,Amplitude,Frequency
0.5431860244097638,0.035918512425307636,Alpha
0.547093837535014,0.043487914160967325,Theta
0.5510016506602641,0.0771586745360646,Alpha
0.5549094637855142,0.009369509104099935,Theta
0.5588172769107642,0.09249972668127605,Alpha
0.5627250900360143,0.04736064877251958,Theta
0.5666329031612645,0.13936509580194492,Alpha
0.5705407162865146,0.15252008442907725,Theta
0.5744485294117647,0.24516281530586284,Alpha
0.5783563425370147,0.16651636421013466,Theta
0.5822641556622649,0.1926947078168285,Alpha
0.586171968787515,0.1721952499655476,Theta
0.5900797819127651,0.18981836244835165,Alpha
0.5939875950380151,0.20819518569826084,Theta
0.5978954081632653,0.10496992079063915,Alpha
0.6018032212885154,-0.012875665158102755,Theta
0.6057110344137655,-0.07065535983554509,Alpha
0.6096188475390155,-0.20837723024656019,Theta
0.6135266606642656,-0.18584606637714593,Alpha
0.6174344737895158,-0.4240459004436901,Theta
0.6213422869147659,-0.5124897336770142,Alpha
0.6252501000400159,-0.5186846976974944,Theta
0.629157913165266,-0.6031622318694204,Alpha
0.6330657262905162,-0.5560506167368133,Theta
0.6369735394157663,-0.5888522670142792,Alpha
0.6408813525410164,-0.6163671560202971,Theta
0.6447891656662664,-0.607726346829561,Alpha
0.6486969787915166,-0.576989412399784,Theta
0.6526047919167667,-0.512696488608525,Alpha
0.6565126050420168,-0.3880474289554902,Theta
0.6604204181672668,-0.33642687970631213,Alpha
0.664328231292517,-0.145729016434059,Theta
0.6682360444177671,0.03799847923866684,Alpha
0.6721438575430172,0.1251172999727435,Theta
0.6760516706682672,0.2800578240014693,Alpha
0.6799594837935173,0.4635328254288167,Theta
0.6838672969187675,0.5359345994717336,Alpha
0.6877751100440176,0.6877896195113011,Theta
0.6916829231692677,0.8091912321164256,Alpha
0.6955907362945177,0.9408682120071139,Theta
0.6994985494197679,0.8567629965836968,Alpha
0.703406362545018,1.0015648912645927,Theta
0.7073141756702681,0.9215949787084304,Alpha
0.7112219887955181,0.8356958382675539,Theta
0.7151298019207682,0.80022996874426,Alpha
0.7190376150460184,0.6292728062651249,Theta
0.7229454281712685,0.5954673554332299,Alpha
0.7268532412965185,0.38126274472101956,Theta
0.7307610544217686,0.14650639007232819,Alpha
0.7346688675470188,0.01529449276466857,Theta
0.7385766806722689,-0.1771395057091499,Alpha
0.7424844937975189,-0.3782797815400478,Theta
0.746392306922769,-0.49070811500716927,Alpha
0.7503001200480192,-0.6289209090330512,Theta
0.7542079331732693,-0.7435616548947168,Alpha
0.7581157462985194,-0.8189044665587122,Theta
0.7620235594237694,-0.9121025231260836,Alpha
0.7659313725490196,-0.7823679899382926,Theta
0.7698391856742697,-0.8263462571801955,Alpha
0.7737469987995198,-0.8519826850327099,Theta
0.7776548119247698,-0.8215431951841117,Alpha
0.7815626250500199,-0.6608200497310043,Theta
0.7854704381752701,-0.587188650588371,Alpha
0.7893782513005202,-0.4779984883885885,Theta
0.7932860644257702,-0.3178730874025409,Alpha
0.7971938775510203,-0.19974183983714403,Theta
0.8011016906762705,-0.07709998357866263,Alpha
0.8050095038015206,0.14221444414374512,Theta
0.8089173169267706,0.2877528910479052,Alpha
0.8128251300520207,0.34958200709846005,Theta
0.8167329431772709,0.4212306066512723,Alpha
0.820640756302521,0.5657836613301324,Theta
0.8245485694277711,0.5940265466843244,Alpha
0.8284563825530211,0.5293114007494442,Theta
0.8323641956782712,0.5044223520517748,Alpha
0.8362720088035214,0.519017189397285,Theta
0.8401798219287715,0.5544049111100815,Alpha
0.8440876350540215,0.4324728235935155,Theta
0.8479954481792716,0.4782084429581922,Alpha
0.8519032613045218,0.2991627673649484,Theta
0.8558110744297719,0.35676307663368095,Alpha
0.8597188875550219,0.14784745216470063,Theta
0.863626700680272,0.1928007192861202,Alpha
0.8675345138055222,-0.004578032431764835,Theta
0.8714423269307723,-0.01392722211753119,Alpha
0.8753501400560224,-0.04174079784741719,Theta
0.8792579531812724,-0.10517171857959076,Alpha
0.8831657663065225,-0.26028996177208497,Theta
0.8870735794317727,-0.13586671563847122,Alpha
0.8909813925570228,-0.10766149208832779,Theta
0.8948892056822728,-0.14930785507248792,Alpha
0.8987970188075229,-0.08780472016195494,Theta
0.9027048319327731,-0.12389080822392304,Alpha
0.9066126450580232,-0.08707794258475539,Theta
0.9105204581832732,-0.058512455062124324,Alpha
0.9144282713085233,-0.08445918732345387,Theta
0.9183360844337735,-0.04123687319859258,Alpha
0.9222438975590236,-0.0301734676582589,Theta
0.9261517106842736,0.040539006463023344,Alpha
0.9300595238095237,0.057188740454631966,Theta
0.9339673369347739,0.0024601529402163043,Alpha
0.937875150060024,-0.027348444875168514,Theta
0.9417829631852741,-0.06912859579918051,Alpha
0.9456907763105241,-0.08683126498846817,Theta
0.9495985894357742,-0.16708391758526847,Alpha
0.9535064025610244,-0.1788999150827527,Theta
0.9574142156862745,-0.23856122523621848,Alpha
0.9613220288115245,-0.3580573781923953,Theta
0.9652298419367746,-0.39579645484354464,Alpha
0.9691376550620248,-0.4356402563695985,Theta
0.9730454681872749,-0.36810060798792876,Alpha
0.9769532813125249,-0.3696479347048234,Theta
0.980861094437775,-0.40749701876354116,Alpha
0.9847689075630252,-0.36095287494201533,Theta
0.9886767206882753,-0.2913112851275563,Alpha
0.9925845338135253,-0.12419689593858924,Theta
0.9964923469387754,-0.1981339308109001,Alpha
1.0004001600640255,-0.1641770294636435,Theta
1.0043079731892757,0.03850572071028533,Alpha
1.0082157863145258,0.16844550461485663,Theta
1.012123599439776,0.2776581292999307,Alpha
1.016031412565026,0.4956925459181029,Theta
1.019939225690276,0.42596522479937887,Alpha
1.023847038815526,0.6736667661709432,Theta
1.0277548519407762,0.7929953056765415,Alpha
1.0316626650660263,0.8367838019122871,Theta
1.0355704781912765,0.8045035964699634,Alpha
1.0394782913165266,0.7517868252817704,Theta
1.0433861044417767,0.8528135502865074,Alpha
1.0472939175670268,0.7293468136521665,Theta
1.0512017306922767,0.6228563509335673,Alpha
1.0551095438175269,0.5182489464584498,Theta
1.059017356942777,0.42583370350636296,Alpha
1.0629251700680271,0.2309252896531155,Theta
1.0668329831932772,0.0768959777365524,Alpha
1.0707407963185274,-0.07038556727595996,Theta
1.0746486094437775,-0.2825904654942845,Alpha
1.0785564225690276,-0.4180476365400157,Theta
1.0824642356942777,-0.5669810585534862,Alpha
1.0863720488195276,-0.6555688473986745,Theta
1.0902798619447778,-0.8869636069051142,Alpha
1.094187675070028,-0.8933338977501266,Theta
1.098095488195278,-0.9812184787967837,Alpha
1.1020033013205282,-0.9433895441515685,Theta
1.1059111144457783,-0.9804005276725763,Alpha
1.1098189275710284,-0.9056385601661091,Theta
1.1137267406962785,-0.8019325065423912,Alpha
1.1176345538215284,-0.6672017175966779,Theta
1.1215423669467786,-0.6173827390242443,Alpha
1.1254501800720287,-0.4812650603140275,Theta
1.1293579931972788,-0.33652535932763183,Alpha
1.133265806322529,-0.14995215368030085,Theta
1.137173619447779,0.054967176947145424,Alpha
1.1410814325730292,0.23260757239441807,Theta
1.1449892456982793,0.2813732700127614,Alpha
1.1488970588235294,0.5902744276258101,Theta
1.1528048719487793,0.6595933966804961,Alpha
1.1567126850740295,0.6041664829031719,Theta
1.1606204981992796,0.7120081689976063,Alpha
1.1645283113245297,0.8146643394763077,Theta
1.1684361244497798,0.7410624612758572,Alpha
1.17234393757503,0.8078616664806489,Theta
1.17625175070028,0.6686132330466026,Alpha
1.1801595638255302,0.6218805973463012,Theta
1.1840673769507801,0.5673261020372197,Alpha
1.1879751900760303,0.42490973094526513,Theta
1.1918830032012804,0.29936290734333926,Alpha
1.1957908163265305,0.19165157983569947,Theta
1.1996986294517806,0.06502965896313542,Alpha
1.2036064425770308,-0.021908727678587966,Theta
1.2075142557022809,-0.06378146526620963,Alpha
1.211422068827531,-0.2997608047759812,Theta
1.2153298819527811,-0.2406519812377904,Alpha
1.219237695078031,-0.331625931292333,Theta
1.2231455082032812,-0.3840749008695974,Alpha
1.2270533213285313,-0.34525226720834046,Theta
1.2309611344537814,-0.35039340212653075,Alpha
1.2348689475790315,-0.3392395627139239,Theta
1.2387767607042817,-0.3730013982404662,Alpha
1.2426845738295318,-0.2926958173673876,Theta
1.246592386954782,-0.20670323921202965,Alpha
1.2505002000800318,-0.18123131395136519,Theta
1.254408013205282,-0.13762079710789743,Alpha
1.258315826330532,-0.03725595727509582,Theta
1.2622236394557822,-0.02469900534658129,Alpha
1.2661314525810323,-0.04945545329273032,Theta
1.2700392657062824,0.004163615292055965,Alpha
1.2739470788315326,0.01608303697414487,Theta
1.2778548919567827,0.026963436202168442,Alpha
1.2817627050820328,-0.0473018709747903,Theta
1.2856705182072827,-0.037137041072909174,Alpha
1.2895783313325329,-0.17505607902120668,Theta
1.293486144457783,-0.09174900620910371,Alpha
1.297393957583033,-0.06645678839424704,Theta
1.3013017707082832,-0.15054173518266442,Alpha
1.3052095838335334,-0.22590312556395833,Theta
1.3091173969587835,-0.159338011368668,Alpha
1.3130252100840336,-0.1313288800231381,Theta
1.3169330232092837,-0.27166405401418603,Alpha
1.3208408363345336,-0.3816600842386966,Theta
1.3247486494597838,-0.22326631532801516,Alpha
1.328656462585034,-0.211855123632468,Theta
1.332564275710284,-0.006061101194797525,Alpha
1.3364720888355341,-0.02591652579123019,Theta
1.3403799019607843,0.11198715404905957,Alpha
1.3442877150860344,0.13339048320641936,Theta
1.3481955282112845,0.32370898856406216,Alpha
1.3521033413365344,0.39495457132006034,Theta
1.3560111544617846,0.4458102811797445,Alpha
1.3599189675870347,0.41727384371627224,Theta
1.3638267807122848,0.5949300666545406,Alpha
1.367734593837535,0.6568797371238441,Theta
1.371642406962785,0.6582515745005847,Alpha
1.3755502200880352,0.5737794719838876,Theta
1.3794580332132853,0.6397810048179431,Alpha
1.3833658463385354,0.5882460512393883,Theta
1.3872736594637853,0.4250506567104607,Alpha
1.3911814725890355,0.29646058787598817,Theta
1.3950892857142856,0.3257256249136945,Alpha
1.3989970988395357,0.10742163822262832,Theta
1.4029049119647858,-0.004318311737247643,Alpha
1.406812725090036,-0.169417818169021,Theta
1.410720538215286,-0.26850327140833313,Alpha
1.4146283513405362,-0.39316940187956906,Theta
1.4185361644657861,-0.48020036968177104,Alpha
1.4224439775910362,-0.6676190207583079,Theta
1.4263517907162864,-0.7447543838878632,Alpha
1.4302596038415365,-0.8308186021125389,Theta
1.4341674169667866,-0.8578923993911924,Alpha
1.4380752300920367,-0.818630781706289,Theta
1.4419830432172869,-0.7572685563977823,Alpha
1.445890856342537,-0.8816477179036469,Theta
1.4497986694677871,-0.7643730299716137,Alpha
1.453706482593037,-0.6994937423312712,Theta
1.4576142957182872,-0.5480498870940373,Alpha
1.4615221088435373,-0.2855719497268966,Theta
1.4654299219687874,-0.15941235193192876,Alpha
1.4693377350940375,-0.00438374004571402,Theta
1.4732455482192877,0.1383679118044438,Alpha
1.4771533613445378,0.3169564920939381,Theta
1.481061174469788,0.3918223661469016,Alpha
1.4849689875950378,0.5493624753328663,Theta
1.488876800720288,0.7540414685174596,Alpha
1.492784613845538,0.8728924112979684,Theta
1.4966924269707882,0.8945825908136208,Alpha
1.5006002400960383,0.7149762649437464,Theta
1.5045080532212884,0.8633037906907216,Alpha
1.5084158663465386,0.8327014132095389,Theta
1.5123236794717887,0.8235407331372832,Alpha
1.5162314925970388,0.6876196007672822,Theta
1.5201393057222887,0.6173493063243082,Alpha
1.5240471188475389,0.4667194323296058,Theta
1.527954931972789,0.3137642332486415,Alpha
1.531862745098039,0.17377634058871658,Theta
1.5357705582232892,0.01742944311872874,Alpha
1.5396783713485394,-0.08007166605296898,Theta
1.5435861844737895,-0.22994288368333793,Alpha
1.5474939975990396,-0.2605204775379143,Theta
1.5514018107242895,-0.3961407773607656,Alpha
1.5553096238495396,-0.4509502298337898,Theta
1.5592174369747898,-0.5101969941716813,Alpha
1.5631252501000399,-0.568313223595634,Theta
1.56703306322529,-0.5511503824209143,Alpha
1.5709408763505401,-0.5302434540238908,Theta
1.5748486894757903,-0.5301363571097761,Alpha
1.5787565026010404,-0.5638399675506749,Theta
1.5826643157262905,-0.3815726324352368,Alpha
1.5865721288515404,-0.28074357689971213,Theta
1.5904799419767905,-0.4093389810982011,Alpha
1.5943877551020407,-0.17003554311176552,Theta
1.5982955682272908,-0.09153191848715324,Alpha
1.602203381352541,-0.07275296329164843,Theta
1.606111194477791,0.03903193791499986,Alpha
1.6100190076030412,0.015639237547932408,Theta
1.6139268207282913,0.09502454718907496,Alpha
1.6178346338535412,0.1928851919202677,Theta
1.6217424469787913,0.046538546877506165,Alpha
1.6256502601040415,0.20232391548298145,Theta
1.6295580732292916,0.10378761305202469,Alpha
1.6334658863545417,0.08457701844761348,Theta
1.6373736994797918,0.039799968687436696,Alpha
1.641281512605042,0.024879754211563285,Theta
1.645189325730292,0.06785409558329876,Alpha
1.6490971388555422,-0.04237392497621966,Theta
1.6530049519807921,-0.030711083730501843,Alpha
1.6569127651060422,-0.11933004895034519,Theta
1.6608205782312924,-0.06970435909264355,Alpha
1.6647283913565425,-0.12794652211720314,Theta
1.6686362044817926,0.09053979972847546,Alpha
1.6725440176070427,0.002832875721951145,Theta
1.6764518307322929,0.037705532525738744,Alpha
1.680359643857543,0.14235431952827227,Theta
1.684267456982793,0.18019896832259663,Alpha
1.688175270108043,0.2676685806780893,Theta
1.6920830832332932,0.3485070870315968,Alpha
1.6959908963585433,0.394009859891117,Theta
1.6998987094837934,0.42881810813234444,Alpha
1.7038065226090435,0.44766445222428175,Theta
1.7077143357342937,0.5328951890138764,Alpha
1.7116221488595438,0.5293466166412684,Theta
1.715529961984794,0.41100687088794524,Alpha
1.7194377751100438,0.42387263921738627,Theta
1.723345588235294,0.4557679960507474,Alpha
1.727253401360544,0.19405967228999998,Theta
1.7311612144857942,0.265615745492651,Alpha
1.7350690276110443,0.14363042532838483,Theta
1.7389768407362944,-0.09557425375928244,Alpha
1.7428846538615446,-0.13920443351240858,Theta
1.7467924669867947,-0.3048150364118627,Alpha
1.7507002801120448,-0.3655540993328828,Theta
1.7546080932372947,-0.48117449174498106,Alpha
1.7585159063625448,-0.7330902223801303,Theta
1.762423719487795,-0.7213518419475355,Alpha
1.766331532613045,-0.7838642837015422,Theta
1.7702393457382952,-0.8049209241195054,Alpha
1.7741471588635453,-0.8155853658870926,Theta
1.7780549719887955,-0.7820170045257373,Alpha
1.7819627851140456,-0.7095747043623414,Theta
1.7858705982392955,-0.6449320765614883,Alpha
1.7897784113645456,-0.5092224748106791,Theta
1.7936862244897958,-0.42762431836565434,Alpha
1.7975940376150459,-0.24410854646978025,Theta
1.801501850740296,-0.026874054336558206,Alpha
1.8054096638655461,0.019192979086703282,Theta
1.8093174769907963,0.20150536801622232,Alpha
1.8132252901160464,0.3456204465415368,Theta
1.8171331032412965,0.5356468945196989,Alpha
1.8210409163665464,0.6454397580575761,Theta
1.8249487294917965,0.738497132503703,Alpha
1.8288565426170467,0.9132303636650598,Theta
1.8327643557422968,1.0037525844109951,Alpha
1.836672168867547,0.8684398845959054,Theta
1.840579981992797,0.8695025638448554,Alpha
1.8444877951180472,0.9239665298774056,Theta
1.8483956082432973,0.8521727908113415,Alpha
1.8523034213685472,0.7086126809198632,Theta
1.8562112344937973,0.6280724547530094,Alpha
1.8601190476190474,0.4236232614578453,Theta
1.8640268607442976,0.37715137621585004,Alpha
1.8679346738695477,0.189866844604048,Theta
1.8718424869947978,-0.09772339861671514,Alpha
1.875750300120048,-0.09277724722794563,Theta
1.879658113245298,-0.24832313937457084,Alpha
1.8835659263705482,-0.5127784956738881,Theta
1.887473739495798,-0.5704152810320936,Alpha
1.8913815526210482,-0.6846046439222986,Theta
1.8952893657462984,-0.6703999750961057,Alpha
1.8991971788715485,-0.767776599662143,Theta
1.9031049919967986,-0.7786196496864455,Alpha
1.9070128051220487,-0.6631606467757091,Theta
1.9109206182472989,-0.722147386514523,Alpha
1.914828431372549,-0.6187186017911724,Theta
1.918736244497799,-0.5210079541026233,Alpha
1.922644057623049,-0.44904549285979795,Theta
1.9265518707482991,-0.27336144064414497,Alpha
1.9304596838735493,-0.22160317705919988,Theta
1.9343674969987994,-0.09447140653304326,Alpha
1.9382753101240495,0.017143155521788345,Theta
1.9421831232492996,0.034127711028004507,Alpha
1.9460909363745498,0.2433264752863672,Theta
1.9499987494998,0.23414852514903292,Alpha
1.9539065626250498,0.2896096344670053,Theta
1.9578143757503,0.32425999639198594,Alpha
1.96172218887555,0.38346759075917647,Theta
1.9656300020008002,0.34234604323883927,Alpha
1.9695378151260503,0.3588996009442143,Theta
1.9734456282513004,0.2773411408312807,Alpha
1.9773534413765506,0.2891982984633136,Theta
1.9812612545018007,0.21431139744961572,Alpha
1.9851690676270506,0.18764431907271503,Theta
1.9890768807523007,0.07943714769845711,Alpha
1.9929846938775508,0.08595768643099497,Theta
1.996892507002801,0.037791428493373136,Alpha
2.000800320128051,0.04098047026876882,Theta
2.004708133253301,-0.024747862098081053,Alpha
2.0086159463785513,-0.05292999354577019,Theta
2.0125237595038015,-0.059961118064620345,Alpha
2.0164315726290516,0.00931904163229378,Theta
2.0203393857543017,0.026148896053425876,Alpha
2.024247198879552,0.12623936949989445,Theta
2.028155012004802,0.0625372113121635,Alpha
2.032062825130052,0.11342550449390648,Theta
2.035970638255302,0.17030807837184014,Alpha
2.039878451380552,0.20387822603112687,Theta
2.043786264505802,0.2177935775224345,Alpha
2.047694077631052,0.29407103951134805,Theta
2.0516018907563023,0.31661457570591484,Alpha
2.0555097038815524,0.2227126277085783,Theta
2.0594175170068025,0.18515916330193233,Alpha
2.0633253301320527,0.179658129940508,Theta
2.067233143257303,0.07681022911994534,Alpha
2.071140956382553,0.158197848829359,Theta
2.075048769507803,0.01604366792918288,Alpha
2.078956582633053,-0.17780842837235517,Theta
2.0828643957583033,-0.1651109765565955,Alpha
2.0867722088835534,-0.3806512011248015,Theta
2.0906800220088035,-0.48849947640927743,Alpha
2.0945878351340537,-0.5693474716737709,Theta
2.098495648259304,-0.6495895359740042,Alpha
2.1024034613845535,-0.7115543791260555,Theta
2.1063112745098036,-0.5951136207526925,Alpha
2.1102190876350537,-0.6556267231035262,Theta
2.114126900760304,-0.7318104276376883,Alpha
2.118034713885554,-0.5174715655184748,Theta
2.121942527010804,-0.5956173182483461,Alpha
2.1258503401360542,-0.476964841366588,Theta
2.1297581532613044,-0.4078707487862829,Alpha
2.1336659663865545,-0.23309514232899117,Theta
2.1375737795118046,-0.10808804143040507,Alpha
2.1414815926370547,0.13361207117061474,Theta
2.145389405762305,0.21209905801794676,Alpha
2.149297218887555,0.3953058023504798,Theta
2.153205032012805,0.4066864320690827,Alpha
2.1571128451380552,0.6396092886497019,Theta
2.1610206582633054,0.8147592053360034,Alpha
2.1649284713885555,0.927189316763096,Theta
2.168836284513805,0.8700540551690543,Alpha
2.1727440976390553,0.8437735684373945,Theta
2.1766519107643054,0.8777438436895169,Alpha
2.1805597238895555,0.7764820479596061,Theta
2.1844675370148057,0.7736092888578517,Alpha
2.188375350140056,0.7561179780210222,Theta
2.192283163265306,0.5205149469740084,Alpha
2.196190976390556,0.40293425660668114,Theta
2.200098789515806,0.3371155572909048,Alpha
2.2040066026410563,0.13481195976529617,Theta
2.2079144157663064,-0.01540599151083806,Alpha
2.2118222288915566,-0.28938737385250435,Theta
2.2157300420168067,-0.47663898803190263,Alpha
2.219637855142057,-0.48007755476597813,Theta
2.223545668267307,-0.6501622998545402,Alpha
2.227453481392557,-0.7518314973836312,Theta
2.231361294517807,-0.7905213586779126,Alpha
2.235269107643057,-0.9429997476297916,Theta
2.239176920768307,-0.903718375277426,Alpha
2.243084733893557,-0.8548753345198575,Theta
2.2469925470188072,-0.7105051573039147,Alpha
2.2509003601440574,-0.853377285863388,Theta
2.2548081732693075,-0.5639767891047823,Alpha
2.2587159863945576,-0.43526818977346593,Theta
2.2626237995198077,-0.2855795919838493,Alpha
2.266531612645058,-0.24488695872840568,Theta
2.270439425770308,-0.007620682281481654,Alpha
2.274347238895558,0.06807480597697138,Theta
2.2782550520208082,0.12884582477464832,Alpha
2.2821628651460584,0.30504240602072796,Theta
2.2860706782713085,0.3786306664076801,Alpha
2.2899784913965586,0.5686698493184239,Theta
2.2938863045218087,0.5063804944756368,Alpha
2.297794117647059,0.585169689701416,Theta
2.3017019307723086,0.5893488670866973,Alpha
2.3056097438975587,0.5191579086160395,Theta
2.309517557022809,0.3499142188947224,Alpha
2.313425370148059,0.36924483768248567,Theta
2.317333183273309,0.42366375097225745,Alpha
2.321240996398559,0.31081989898693707,Theta
2.3251488095238093,0.2245496260834453,Alpha
2.3290566226490594,0.2286328491238706,Theta
2.3329644357743096,0.08367634412149258,Alpha
2.3368722488995597,0.03990295607845357,Theta
2.34078006202481,-0.005524612067362794,Alpha
2.34468787515006,-0.06956042570473217,Theta
2.34859568827531,-0.07727519401083237,Alpha
2.35250350140056,-0.05472912360847067,Theta
2.3564113145258103,-0.0942361241044655,Alpha
2.3603191276510604,-0.23240052697632332,Theta
2.3642269407763106,-0.1115642075503726,Alpha
2.3681347539015603,-0.11670272058659675,Theta
2.3720425670268104,-0.09354776072608445,Alpha
2.3759503801520605,-0.011638294252736173,Theta
2.3798581932773106,0.02038032447441593,Alpha
2.3837660064025608,0.09486240802946633,Theta
2.387673819527811,0.1171361715269645,Alpha
2.391581632653061,0.06253751883138468,Theta
2.395489445778311,0.07583418918058525,Alpha
2.3993972589035613,0.08825418988291746,Theta
